source,label,date
Facebook posts,0.0,2020-09-02
Viral image,0.0,2020-09-02
Joe Biden,4.0,2020-09-02
Ron Johnson,1.0,2020-09-01
Donald Trump,1.0,2020-09-01
Viral image,0.0,2020-09-01
Viral image,1.0,2020-09-01
Donald Trump,1.0,2020-09-01
Facebook posts,1.0,2020-09-01
Gwen Moore,3.0,2020-09-01
Joe Biden,4.0,2020-09-01
Donald Trump,0.0,2020-09-01
Facebook posts,3.0,2020-09-01
Instagram posts,0.0,2020-09-01
Steve Scalise,0.0,2020-08-31
Facebook posts,0.0,2020-08-31
Facebook posts,0.0,2020-08-31
Robocaller,0.0,2020-08-31
Facebook posts,1.0,2020-08-31
Greg Abbott,3.0,2020-08-31
John James,2.0,2020-08-31
Martha McSally,0.0,2020-08-31
Facebook posts,1.0,2020-08-31
Donald Trump,1.0,2020-08-29
Donald Trump,0.0,2020-08-29
Facebook posts,5.0,2020-08-28
Facebook posts,1.0,2020-08-28
Howard Marklein,2.0,2020-08-28
Facebook posts,3.0,2020-08-28
Viral image,0.0,2020-08-28
Facebook posts,1.0,2020-08-28
Facebook posts,0.0,2020-08-28
Donald Trump,1.0,2020-08-28
Facebook posts,1.0,2020-08-28
Facebook posts,1.0,2020-08-28
Facebook posts,3.0,2020-08-27
Doug Jones,4.0,2020-08-27
Facebook posts,3.0,2020-08-27
Facebook posts,1.0,2020-08-27
Chris Larson,5.0,2020-08-27
Facebook posts,1.0,2020-08-27
Viral image,0.0,2020-08-27
Madison Cawthorn,1.0,2020-08-27
Mike Pence,2.0,2020-08-27
Ryan Holets,4.0,2020-08-27
Facebook posts,1.0,2020-08-26
Viral image,1.0,2020-08-26
Viral image,1.0,2020-08-26
Ann Wagner,2.0,2020-08-26
Facebook posts,0.0,2020-08-26
Facebook posts,1.0,2020-08-26
Facebook posts,1.0,2020-08-26
Rand Paul,4.0,2020-08-26
Joe Biden,4.0,2020-08-25
Patricia McCloskey,1.0,2020-08-25
Facebook posts,1.0,2020-08-25
Duty and Honor,3.0,2020-08-25
Nikki Haley,1.0,2020-08-25
Facebook posts,1.0,2020-08-24
Paul Junge,1.0,2020-08-24
Rush Limbaugh,0.0,2020-08-24
Greg Gutfeld,1.0,2020-08-24
George P. Bush,1.0,2020-08-24
Michael Caputo,2.0,2020-08-24
Facebook posts,1.0,2020-08-24
Donald Trump,0.0,2020-08-24
Eugene DePasquale,4.0,2020-08-24
Republican Party of Wisconsin,2.0,2020-08-21
Viral image,0.0,2020-08-21
Peggy Hubbard,2.0,2020-08-21
Viral image,1.0,2020-08-21
Viral image,1.0,2020-08-21
Facebook posts,2.0,2020-08-21
Viral image,3.0,2020-08-21
Donald Trump,1.0,2020-08-20
America First,2.0,2020-08-20
Chris Murphy,2.0,2020-08-20
Robert Ortt,2.0,2020-08-20
Ron DeSantis,4.0,2020-08-20
Viral image,1.0,2020-08-20
Facebook posts,1.0,2020-08-20
Viral image,1.0,2020-08-20
Donald Trump,2.0,2020-08-19
Thom Tillis,1.0,2020-08-19
Abigail Spanberger,4.0,2020-08-19
Facebook posts,1.0,2020-08-19
Facebook posts,1.0,2020-08-19
Tommy Tuberville,1.0,2020-08-19
Facebook posts,1.0,2020-08-19
Facebook posts,3.0,2020-08-19
Viral image,1.0,2020-08-19
Carol Miller,4.0,2020-08-19
Bill Clinton,4.0,2020-08-19
Donald Trump Jr.,0.0,2020-08-18
Viral image,1.0,2020-08-18
Donald Trump,1.0,2020-08-18
Donald Trump,1.0,2020-08-18
Viral image,1.0,2020-08-18
Donald Trump,1.0,2020-08-18
Really American,4.0,2020-08-18
Facebook posts,1.0,2020-08-18
Michelle Obama,5.0,2020-08-18
Eva Longoria Baston,3.0,2020-08-18
Wisconsin Trump Victory,1.0,2020-08-18
Facebook posts,0.0,2020-08-17
Kelly Loeffler,2.0,2020-08-17
Donald Trump,3.0,2020-08-17
Facebook posts,1.0,2020-08-17
Facebook posts,1.0,2020-08-17
National Republican Senatorial Committee,1.0,2020-08-17
Viral image,1.0,2020-08-17
Donald Trump,2.0,2020-08-15
Facebook posts,1.0,2020-08-14
Susan Collins,3.0,2020-08-14
JB Pritzker,4.0,2020-08-14
Facebook posts,1.0,2020-08-14
Senate Majority PAC,2.0,2020-08-14
Viral image,1.0,2020-08-14
Facebook posts,1.0,2020-08-14
Gene Wu,1.0,2020-08-14
Nancy Mace,2.0,2020-08-14
Mandela Barnes,2.0,2020-08-14
Mike Pence,1.0,2020-08-14
National Republican Senatorial Committee,5.0,2020-08-13
Facebook posts,1.0,2020-08-13
Kamala Harris,2.0,2020-08-13
Ron Johnson,4.0,2020-08-13
Doug Jones,3.0,2020-08-13
Facebook posts,0.0,2020-08-13
Paul Sperry,3.0,2020-08-13
Tucker Carlson,2.0,2020-08-13
Donald Trump,1.0,2020-08-13
Facebook posts,1.0,2020-08-13
Viral image,0.0,2020-08-13
Cory Booker,5.0,2020-08-13
Instagram posts,1.0,2020-08-12
Social Security Works,2.0,2020-08-12
Facebook posts,0.0,2020-08-12
Viral image,1.0,2020-08-12
Facebook posts,2.0,2020-08-12
Viral image,0.0,2020-08-12
Joe Biden,4.0,2020-08-12
TikTok posts,4.0,2020-08-12
Democratic Party of Wisconsin,4.0,2020-08-12
Facebook posts,1.0,2020-08-11
Joe Biden,4.0,2020-08-11
Viral image,1.0,2020-08-11
Facebook posts,0.0,2020-08-11
Facebook posts,3.0,2020-08-10
Facebook posts,3.0,2020-08-10
Facebook posts,3.0,2020-08-10
Facebook posts,1.0,2020-08-10
Instagram posts,1.0,2020-08-10
Viral image,1.0,2020-08-10
Allen West,1.0,2020-08-10
Facebook posts,1.0,2020-08-07
Facebook posts,1.0,2020-08-07
Facebook posts,1.0,2020-08-07
Bloggers,1.0,2020-08-07
Viral image,4.0,2020-08-07
Viral image,0.0,2020-08-07
Facebook posts,1.0,2020-08-07
Bryan Steil,3.0,2020-08-07
Viral image,1.0,2020-08-07
Viral image,0.0,2020-08-06
Facebook posts,1.0,2020-08-06
Jeff Bezos,3.0,2020-08-06
Linda Sánchez,2.0,2020-08-06
Instagram posts,5.0,2020-08-06
Viral image,0.0,2020-08-06
Casey Askar,2.0,2020-08-06
Facebook posts,1.0,2020-08-06
Dean Knudson,1.0,2020-08-06
Facebook posts,2.0,2020-08-06
Martha McSally,2.0,2020-08-06
Donald Trump,1.0,2020-08-06
Mandy Cohen,4.0,2020-08-05
Bloggers,1.0,2020-08-05
Viral image,1.0,2020-08-05
Bloggers,0.0,2020-08-05
Brett Giroir,4.0,2020-08-05
The Family Foundation,4.0,2020-08-05
Facebook posts,1.0,2020-08-05
Viral image,1.0,2020-08-05
Donald Trump,1.0,2020-08-05
Facebook posts,0.0,2020-08-04
Viral image,2.0,2020-08-04
Brett Giroir,4.0,2020-08-04
Viral image,1.0,2020-08-04
Bob Casey,4.0,2020-08-04
Viral image,1.0,2020-08-03
Charles Schumer,2.0,2020-08-03
Eric Esshaki,2.0,2020-08-03
Viral image,1.0,2020-08-03
Facebook posts,1.0,2020-08-03
Donald Trump,2.0,2020-08-03
Viral image,1.0,2020-08-03
Facebook posts,1.0,2020-08-03
Facebook posts,1.0,2020-08-03
Facebook posts,1.0,2020-07-31
Donald Trump,1.0,2020-07-31
Facebook posts,1.0,2020-07-31
Viral image,1.0,2020-07-31
Viral image,1.0,2020-07-31
Facebook posts,2.0,2020-07-31
Facebook posts,2.0,2020-07-31
Stacey Abrams,3.0,2020-07-31
Viral image,0.0,2020-07-31
Facebook posts,1.0,2020-07-31
Viral image,1.0,2020-07-31
Facebook posts,0.0,2020-07-31
Facebook posts,1.0,2020-07-31
Wisconsin state Senate Democrats,4.0,2020-07-31
Van Wanggaard,1.0,2020-07-30
Facebook posts,1.0,2020-07-30
Viral image,0.0,2020-07-30
Facebook posts,1.0,2020-07-30
Facebook posts,1.0,2020-07-30
Facebook posts,2.0,2020-07-30
Viral image,1.0,2020-07-30
Michael Schraa,1.0,2020-07-30
Facebook posts,0.0,2020-07-30
Viral image,1.0,2020-07-30
Viral image,1.0,2020-07-30
Facebook posts,1.0,2020-07-30
M.J. Hegar,5.0,2020-07-30
Viral image,1.0,2020-07-29
Steve Nass,3.0,2020-07-29
In Florida We Trust,1.0,2020-07-29
Facebook posts,1.0,2020-07-29
Jim Justice,3.0,2020-07-29
Facebook posts,0.0,2020-07-29
Facebook posts,1.0,2020-07-29
Daniel Gade,1.0,2020-07-29
Viral image,0.0,2020-07-29
Facebook posts,1.0,2020-07-28
Facebook posts,3.0,2020-07-28
Viral image,1.0,2020-07-28
Stella Immanuel,1.0,2020-07-28
Joe Biden,1.0,2020-07-28
Facebook posts,0.0,2020-07-28
Joe Biden,5.0,2020-07-28
Joe Biden,1.0,2020-07-27
Viral image,1.0,2020-07-27
West Virginia Democratic Party,3.0,2020-07-27
Sean Hannity,1.0,2020-07-27
Tweets,0.0,2020-07-27
Facebook posts,2.0,2020-07-27
Majority Forward,1.0,2020-07-25
Great Lakes News,1.0,2020-07-24
Joe Biden,4.0,2020-07-24
Donald Trump,2.0,2020-07-24
Ron Johnson,4.0,2020-07-24
Viral image,0.0,2020-07-24
Facebook posts,1.0,2020-07-24
Viral image,1.0,2020-07-24
Donald Trump,5.0,2020-07-24
National Republican Senatorial Committee,2.0,2020-07-23
Facebook posts,1.0,2020-07-23
Hillary Clinton,2.0,2020-07-23
Facebook posts,3.0,2020-07-23
Facebook posts,0.0,2020-07-23
Facebook posts,3.0,2020-07-23
Facebook posts,1.0,2020-07-23
Facebook posts,0.0,2020-07-23
Public Citizen,5.0,2020-07-23
Joe Biden,4.0,2020-07-22
Facebook posts,1.0,2020-07-22
Facebook posts,3.0,2020-07-22
Facebook posts,1.0,2020-07-22
Viral image,1.0,2020-07-22
Viral image,1.0,2020-07-22
AFSCME,2.0,2020-07-22
Mike Gallagher,5.0,2020-07-22
Instagram posts,1.0,2020-07-21
Mike Kelly,1.0,2020-07-21
Nick Freitas,3.0,2020-07-21
Viral image,1.0,2020-07-21
Bloggers,0.0,2020-07-20
Facebook posts,0.0,2020-07-20
Tweets,0.0,2020-07-20
Donald Trump,1.0,2020-07-20
Facebook posts,0.0,2020-07-20
Facebook posts,4.0,2020-07-20
Viral image,0.0,2020-07-20
YouTube videos,1.0,2020-07-20
Viral image,1.0,2020-07-20
Anthony Sabatini,1.0,2020-07-20
Tom Reed,1.0,2020-07-18
Viral image,1.0,2020-07-18
Thom Tillis,3.0,2020-07-17
Donald Trump,2.0,2020-07-17
Donald Trump,1.0,2020-07-17
Sunny Hostin,5.0,2020-07-17
Mark Pocan,4.0,2020-07-17
Monica Cline,1.0,2020-07-17
Democratic Party of Wisconsin,2.0,2020-07-17
Donald Trump,1.0,2020-07-17
Donald Trump,0.0,2020-07-17
Facebook posts,0.0,2020-07-16
Viral image,1.0,2020-07-16
Viral image,0.0,2020-07-16
Facebook posts,1.0,2020-07-16
Facebook posts,1.0,2020-07-16
Donald Trump Jr.,2.0,2020-07-16
Kim Reynolds,4.0,2020-07-16
Facebook posts,0.0,2020-07-16
Facebook posts,4.0,2020-07-16
Facebook posts,0.0,2020-07-15
Facebook posts,1.0,2020-07-15
Facebook posts,0.0,2020-07-15
Facebook posts,1.0,2020-07-14
Alex Azar,2.0,2020-07-14
Viral image,0.0,2020-07-14
Facebook posts,1.0,2020-07-14
Viral image,1.0,2020-07-14
Republican Party of Wisconsin,1.0,2020-07-14
Facebook posts,1.0,2020-07-13
Facebook posts,1.0,2020-07-13
Tucker Carlson,2.0,2020-07-13
Facebook posts,0.0,2020-07-13
Facebook posts,2.0,2020-07-13
Facebook posts,3.0,2020-07-13
Facebook posts,1.0,2020-07-13
Joe Biden,2.0,2020-07-11
Mike Pence,2.0,2020-07-10
John Cornyn,1.0,2020-07-10
Melissa Melendez,1.0,2020-07-10
Facebook posts,4.0,2020-07-10
Chris Hayes,5.0,2020-07-10
Ken Zarifis,1.0,2020-07-10
Florida Republican Senatorial Campaign Committee,1.0,2020-07-10
Joe Biden,4.0,2020-07-10
Gwen Moore,2.0,2020-07-10
Dan Forest,1.0,2020-07-09
Viral image,2.0,2020-07-09
Viral image,2.0,2020-07-09
Jim Bognet,1.0,2020-07-09
Facebook posts,1.0,2020-07-08
Facebook posts,0.0,2020-07-08
Facebook posts,0.0,2020-07-08
Viral image,2.0,2020-07-08
Ron McMullen,5.0,2020-07-08
Facebook posts,2.0,2020-07-08
Viral image,1.0,2020-07-08
Viral image,0.0,2020-07-08
Facebook posts,1.0,2020-07-08
Facebook posts,1.0,2020-07-08
National Republican Senatorial Committee,1.0,2020-07-08
Viral image,0.0,2020-07-07
Facebook posts,3.0,2020-07-07
Brian Kilmeade,1.0,2020-07-07
Facebook posts,1.0,2020-07-07
Bloggers,0.0,2020-07-07
Nancy Pelosi,4.0,2020-07-07
Donald Trump,1.0,2020-07-06
Viral image,0.0,2020-07-06
Facebook posts,1.0,2020-07-06
Facebook posts,1.0,2020-07-06
Viral image,0.0,2020-07-06
Greg Murphy,1.0,2020-07-06
Facebook posts,1.0,2020-07-06
Joe Biden,4.0,2020-07-06
Tim Carpenter,1.0,2020-07-06
Chris Kapenga,3.0,2020-07-03
Ron DeSantis,1.0,2020-07-03
Illinois Rising Action,1.0,2020-07-03
Facebook posts,1.0,2020-07-02
Facebook posts,1.0,2020-07-02
Facebook posts,0.0,2020-07-02
Facebook posts,2.0,2020-07-02
Facebook posts,2.0,2020-07-02
Chris Kapenga,1.0,2020-07-02
Democratic Party of Wisconsin,2.0,2020-07-02
John Cornyn,5.0,2020-07-02
Bloggers,0.0,2020-07-02
Viral image,3.0,2020-07-01
Viral image,2.0,2020-07-01
Rick Scott,2.0,2020-07-01
Viral image,1.0,2020-07-01
Viral image,3.0,2020-07-01
Viral image,1.0,2020-07-01
Facebook posts,1.0,2020-07-01
Vermont Democratic Party,1.0,2020-07-01
Levar Stoney,,2020-07-01
Joe Biden,4.0,2020-06-30
Viral image,0.0,2020-06-30
Facebook posts,1.0,2020-06-30
Facebook posts,0.0,2020-06-30
Robin Vos,4.0,2020-06-30
Joe Biden,1.0,2020-06-29
Facebook posts,0.0,2020-06-29
Facebook posts,3.0,2020-06-29
Viral image,0.0,2020-06-29
Viral image,3.0,2020-06-29
Viral image,1.0,2020-06-29
Facebook posts,0.0,2020-06-29
Viral image,1.0,2020-06-29
Romaine Quinn,3.0,2020-06-29
Facebook posts,1.0,2020-06-26
Viral image,1.0,2020-06-26
Bloggers,0.0,2020-06-26
Glenn Grothman,2.0,2020-06-26
Dane Eagle,1.0,2020-06-26
Instagram posts,1.0,2020-06-26
Lloyd Doggett,4.0,2020-06-26
Nancy Pelosi,4.0,2020-06-26
Viral image,0.0,2020-06-26
Facebook posts,1.0,2020-06-26
Martha McSally,1.0,2020-06-25
Facebook posts,3.0,2020-06-25
Facebook posts,1.0,2020-06-25
Facebook posts,1.0,2020-06-25
Joe Morrissey,1.0,2020-06-25
Dan Forest,5.0,2020-06-25
Donald Trump,4.0,2020-06-24
Donald Trump,1.0,2020-06-24
Priorities USA Action,5.0,2020-06-24
Facebook posts,1.0,2020-06-24
Viral image,1.0,2020-06-24
Facebook posts,1.0,2020-06-24
Facebook posts,1.0,2020-06-24
Facebook posts,2.0,2020-06-24
Facebook posts,1.0,2020-06-24
Viral image,0.0,2020-06-23
Viral image,1.0,2020-06-23
Donald Trump,1.0,2020-06-23
Viral image,1.0,2020-06-23
Bloggers,0.0,2020-06-23
Viral image,1.0,2020-06-23
Viral image,1.0,2020-06-23
Instagram posts,2.0,2020-06-23
Facebook posts,0.0,2020-06-22
Viral image,1.0,2020-06-22
Instagram posts,2.0,2020-06-22
Facebook posts,1.0,2020-06-22
Facebook posts,1.0,2020-06-22
Facebook posts,5.0,2020-06-22
Facebook posts,1.0,2020-06-22
Chris Jacobs,1.0,2020-06-20
Donald Trump Jr.,1.0,2020-06-19
Donald Trump,0.0,2020-06-19
Facebook posts,1.0,2020-06-19
Paul Junge,2.0,2020-06-19
Jeanette Kowalik,5.0,2020-06-18
Donald Trump,0.0,2020-06-18
Facebook posts,1.0,2020-06-18
Facebook posts,1.0,2020-06-18
Donald Trump,1.0,2020-06-18
Facebook posts,0.0,2020-06-18
Chris Jacobs,4.0,2020-06-18
Monica Wallace,5.0,2020-06-18
Bloggers,0.0,2020-06-18
Facebook posts,3.0,2020-06-18
Snoop Dogg,1.0,2020-06-18
Instagram posts,1.0,2020-06-18
Bloggers,2.0,2020-06-18
Facebook posts,0.0,2020-06-18
Donald Trump,0.0,2020-06-17
Facebook posts,0.0,2020-06-17
Facebook posts,1.0,2020-06-17
Candace Owens,1.0,2020-06-17
Facebook posts,4.0,2020-06-17
Scott Walker,3.0,2020-06-17
Facebook posts,0.0,2020-06-17
Facebook posts,0.0,2020-06-16
Desiree Rogers,5.0,2020-06-16
Instagram posts,1.0,2020-06-16
Facebook posts,2.0,2020-06-16
Mike Pence,1.0,2020-06-16
Facebook posts,1.0,2020-06-16
Viral image,0.0,2020-06-16
Facebook posts,1.0,2020-06-16
Viral image,3.0,2020-06-16
Rashida Tlaib,4.0,2020-06-16
Facebook posts,1.0,2020-06-16
Facebook posts,2.0,2020-06-15
Viral image,1.0,2020-06-15
Facebook posts,1.0,2020-06-15
Facebook posts,0.0,2020-06-15
Andrew Cuomo,2.0,2020-06-13
Facebook posts,2.0,2020-06-12
Ryan Fournier,1.0,2020-06-12
Facebook posts,1.0,2020-06-12
Facebook posts,1.0,2020-06-12
League of Conservation Voters,3.0,2020-06-12
George Borrello,5.0,2020-06-12
Facebook posts,1.0,2020-06-12
Facebook posts,1.0,2020-06-12
Beth Parlato,4.0,2020-06-12
Viral image,1.0,2020-06-12
Sara Meaney,5.0,2020-06-12
Facebook posts,1.0,2020-06-11
Facebook posts,3.0,2020-06-11
Viral image,0.0,2020-06-11
Planned Parenthood,5.0,2020-06-11
Facebook posts,1.0,2020-06-11
Joe Biden,5.0,2020-06-11
Viral image,1.0,2020-06-11
Facebook posts,1.0,2020-06-11
Viral image,2.0,2020-06-10
Facebook posts,0.0,2020-06-10
Facebook posts,1.0,2020-06-10
Donald Trump,1.0,2020-06-09
Viral image,1.0,2020-06-09
Facebook posts,1.0,2020-06-09
Facebook posts,1.0,2020-06-09
Facebook posts,1.0,2020-06-09
J. Christian Adams,2.0,2020-06-09
Donald Trump,1.0,2020-06-09
Facebook posts,1.0,2020-06-08
Facebook posts,1.0,2020-06-08
Viral image,1.0,2020-06-08
William Barr,0.0,2020-06-08
Dan Patrick,2.0,2020-06-08
Glenn Grothman,5.0,2020-06-08
Facebook posts,2.0,2020-06-05
Chain message,1.0,2020-06-05
Viral image,1.0,2020-06-05
Viral image,1.0,2020-06-05
Larry Elder,2.0,2020-06-05
Viral image,1.0,2020-06-05
Tweets,3.0,2020-06-05
Facebook posts,1.0,2020-06-05
Facebook posts,1.0,2020-06-04
Donald Trump,0.0,2020-06-04
Facebook posts,2.0,2020-06-04
Kayleigh McEnany,2.0,2020-06-04
Tim Murtaugh,1.0,2020-06-04
Kamala Harris,4.0,2020-06-04
Viral image,1.0,2020-06-04
TikTok posts,3.0,2020-06-03
Viral image,1.0,2020-06-03
Facebook posts,1.0,2020-06-03
Bloggers,2.0,2020-06-03
Bloggers,0.0,2020-06-03
Facebook posts,1.0,2020-06-03
Facebook posts,1.0,2020-06-03
Facebook posts,1.0,2020-06-03
Facebook posts,0.0,2020-06-02
Viral image,1.0,2020-06-02
Erin Burnett,1.0,2020-06-02
Viral image,0.0,2020-06-02
Facebook posts,1.0,2020-06-02
Facebook posts,0.0,2020-06-02
Viral image,1.0,2020-06-02
Tweets,1.0,2020-06-02
Facebook posts,1.0,2020-06-02
Bloggers,2.0,2020-06-02
